epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1713.51,1.04066,0.76101,0.01517,0.99043,0.96911,0.99072,0.78657,0.77959,0.24209,0.01374,0.000421656,0.000421656,0.000421656
185,1722.79,1.0336,0.67599,0.01516,0.98257,0.9705,0.99049,0.79782,0.77508,0.24376,0.01434,0.000415571,0.000415571,0.000415571
186,1732.1,1.06516,0.77116,0.01646,0.97816,0.97227,0.99205,0.79121,0.78202,0.24165,0.01438,0.00040951,0.00040951,0.00040951
187,1741.43,1.04152,0.69859,0.01558,0.99524,0.95991,0.9922,0.79449,0.77977,0.24767,0.01475,0.000403473,0.000403473,0.000403473
188,1750.69,1.05662,0.69119,0.0154,0.9727,0.97506,0.99096,0.83427,0.61713,0.25655,0.01054,0.000397461,0.000397461,0.000397461
189,1759.95,1.0286,0.70641,0.01632,0.98248,0.96841,0.98858,0.82334,0.70179,0.22641,0.0132,0.000391475,0.000391475,0.000391475
190,1769.21,1.01635,0.71109,0.01514,0.98865,0.96519,0.99018,0.8371,0.64584,0.22503,0.01198,0.000385515,0.000385515,0.000385515
191,1778.57,0.99894,0.66537,0.01483,0.98236,0.96174,0.98959,0.81214,0.72294,0.23188,0.01316,0.000379582,0.000379582,0.000379582
192,1787.8,1.05342,0.74141,0.01542,0.97553,0.9697,0.99095,0.79858,0.73968,0.22833,0.01324,0.000373676,0.000373676,0.000373676
193,1797.1,1.02857,0.71257,0.0149,0.98391,0.9761,0.99252,0.77644,0.8102,0.24253,0.01424,0.000367799,0.000367799,0.000367799
194,1806.49,1.01424,0.71665,0.0148,0.98138,0.97832,0.99097,0.77859,0.82015,0.25491,0.01496,0.000361951,0.000361951,0.000361951
195,1815.7,1.00218,0.67659,0.0148,0.98744,0.97399,0.99063,0.81429,0.67993,0.21791,0.01175,0.000356132,0.000356132,0.000356132
196,1824.97,0.98596,0.73272,0.01543,0.98066,0.95295,0.98844,0.81275,0.67453,0.23789,0.01175,0.000350343,0.000350343,0.000350343
197,1834.2,0.98422,0.69436,0.01491,0.99344,0.96396,0.98965,0.82557,0.65464,0.22571,0.01173,0.000344586,0.000344586,0.000344586
198,1843.56,1.04658,0.74822,0.01649,0.97927,0.97084,0.98984,0.79876,0.71388,0.23605,0.01309,0.000338859,0.000338859,0.000338859
199,1852.87,0.97656,0.69579,0.01508,0.98517,0.97391,0.99109,0.79123,0.76167,0.23364,0.01316,0.000333165,0.000333165,0.000333165
200,1862.11,1.01141,0.68527,0.01514,0.98233,0.98107,0.991,0.80151,0.74541,0.23946,0.01439,0.000327503,0.000327503,0.000327503
201,1871.35,1.00545,0.76733,0.01542,0.99144,0.97894,0.99124,0.82758,0.66407,0.21821,0.01206,0.000321875,0.000321875,0.000321875
202,1880.79,1.00733,0.71022,0.01498,0.98815,0.97818,0.9922,0.826,0.69043,0.22391,0.0133,0.000316281,0.000316281,0.000316281
203,1890.08,1.04578,0.70322,0.0153,0.99356,0.97734,0.99311,0.83973,0.62213,0.20572,0.01103,0.000310721,0.000310721,0.000310721
204,1899.4,1.0045,0.70347,0.01496,0.99204,0.97723,0.99143,0.82079,0.68543,0.22185,0.01248,0.000305196,0.000305196,0.000305196
205,1908.71,0.99303,0.71754,0.01534,0.98585,0.98076,0.99167,0.79267,0.78471,0.22304,0.01431,0.000299707,0.000299707,0.000299707
206,1917.96,1.03398,0.74061,0.01526,0.97583,0.98777,0.99147,0.82779,0.64829,0.19798,0.01185,0.000294255,0.000294255,0.000294255
207,1927.19,0.99207,0.68382,0.01479,0.98189,0.97583,0.99077,0.83715,0.63205,0.2015,0.01145,0.000288839,0.000288839,0.000288839
208,1936.44,1.01007,0.72667,0.01525,0.98815,0.96994,0.98897,0.84163,0.63241,0.19285,0.01149,0.000283461,0.000283461,0.000283461
209,1945.8,0.99383,0.66455,0.015,0.98251,0.95812,0.98819,0.82304,0.67283,0.21056,0.01161,0.000278121,0.000278121,0.000278121
210,1955.09,0.98717,0.67024,0.01471,0.98065,0.97444,0.99021,0.82595,0.67858,0.21314,0.01237,0.00027282,0.00027282,0.00027282
211,1964.36,0.99237,0.68522,0.01449,0.98621,0.97441,0.99086,0.82909,0.65955,0.20546,0.01235,0.000267558,0.000267558,0.000267558
212,1973.66,1.01538,0.71308,0.01457,0.96785,0.97729,0.98987,0.83331,0.65134,0.2194,0.01187,0.000262336,0.000262336,0.000262336
213,1983.06,0.99732,0.73341,0.01418,0.97042,0.97432,0.98915,0.82011,0.68575,0.27877,0.013,0.000257154,0.000257154,0.000257154
214,1992.41,1.0068,0.70854,0.01521,0.98569,0.97749,0.99008,0.83286,0.62991,0.20613,0.01145,0.000252014,0.000252014,0.000252014
215,2001.74,0.9704,0.66767,0.01455,0.97478,0.96346,0.99027,0.83176,0.64804,0.22683,0.01217,0.000246915,0.000246915,0.000246915
216,2011.09,0.94593,0.6731,0.0144,0.98451,0.96955,0.99027,0.82261,0.67934,0.22025,0.01234,0.000241858,0.000241858,0.000241858
217,2020.39,0.99267,0.6896,0.01484,0.97277,0.98403,0.9897,0.82026,0.70782,0.24587,0.01413,0.000236844,0.000236844,0.000236844
218,2029.72,0.99049,0.72766,0.01492,0.9853,0.978,0.99015,0.83705,0.62365,0.20468,0.01095,0.000231873,0.000231873,0.000231873
219,2039.01,0.97964,0.68493,0.01519,0.98271,0.96954,0.99017,0.80902,0.75829,0.23479,0.01485,0.000226946,0.000226946,0.000226946
220,2048.39,0.97704,0.70443,0.01408,0.97357,0.97397,0.99049,0.83205,0.63987,0.22401,0.0119,0.000222063,0.000222063,0.000222063
221,2057.64,0.98157,0.69426,0.01503,0.99067,0.97865,0.99121,0.82136,0.68908,0.23537,0.01278,0.000217225,0.000217225,0.000217225
222,2066.95,0.985,0.74522,0.01499,0.9868,0.97793,0.99095,0.82156,0.68023,0.2385,0.01222,0.000212433,0.000212433,0.000212433
223,2076.37,0.97712,0.67975,0.01417,0.98684,0.98093,0.99045,0.83959,0.61208,0.22157,0.01152,0.000207686,0.000207686,0.000207686
224,2085.59,0.95567,0.66579,0.01416,0.99158,0.96224,0.99018,0.82108,0.68253,0.23779,0.01277,0.000202986,0.000202986,0.000202986
225,2094.86,0.93633,0.63521,0.0134,0.98832,0.96287,0.98994,0.83717,0.61985,0.22655,0.01162,0.000198333,0.000198333,0.000198333
226,2104.1,0.94126,0.67956,0.01409,0.9878,0.96957,0.99054,0.82998,0.65012,0.24164,0.01181,0.000193728,0.000193728,0.000193728
227,2113.52,0.97214,0.67194,0.0152,0.97579,0.97953,0.99227,0.83031,0.64209,0.21693,0.01198,0.00018917,0.00018917,0.00018917
228,2122.8,0.93953,0.64807,0.01338,0.98645,0.98011,0.99317,0.83615,0.6297,0.19924,0.01124,0.000184661,0.000184661,0.000184661
229,2132.06,0.90573,0.63139,0.01349,0.98971,0.97622,0.99329,0.84609,0.59244,0.19145,0.01062,0.000180201,0.000180201,0.000180201
230,2141.35,0.97241,0.65387,0.01458,0.99077,0.98076,0.99364,0.82775,0.65267,0.2006,0.01187,0.00017579,0.00017579,0.00017579
231,2150.7,0.95909,0.67392,0.01449,0.98398,0.97311,0.99387,0.84012,0.61054,0.20021,0.01101,0.000171429,0.000171429,0.000171429
232,2159.87,0.91233,0.6341,0.01415,0.98779,0.98364,0.99394,0.83971,0.60443,0.20327,0.01064,0.000167119,0.000167119,0.000167119
233,2169.11,0.94652,0.67155,0.01385,0.98107,0.97499,0.99278,0.8404,0.6168,0.21645,0.01163,0.000162859,0.000162859,0.000162859
234,2178.39,0.94476,0.67303,0.0136,0.98848,0.97357,0.99245,0.82965,0.65567,0.21814,0.01212,0.000158651,0.000158651,0.000158651
235,2187.77,0.9645,0.69816,0.01512,0.98386,0.963,0.99282,0.83154,0.65287,0.2265,0.0122,0.000154495,0.000154495,0.000154495
236,2196.99,0.98855,0.70828,0.01488,0.97947,0.97898,0.99354,0.84471,0.61996,0.21412,0.01155,0.000150391,0.000150391,0.000150391
237,2206.25,0.92474,0.66372,0.0142,0.97931,0.97255,0.99093,0.82686,0.66581,0.22727,0.01221,0.00014634,0.00014634,0.00014634
238,2215.53,0.95967,0.69108,0.01378,0.98996,0.97625,0.99375,0.83686,0.63289,0.22145,0.01184,0.000142342,0.000142342,0.000142342
239,2224.89,0.9473,0.67644,0.01411,0.98632,0.96824,0.99292,0.83532,0.6204,0.21478,0.01175,0.000138397,0.000138397,0.000138397
240,2234.18,0.92967,0.64818,0.01401,0.99068,0.96503,0.99243,0.84897,0.59079,0.21147,0.01095,0.000134507,0.000134507,0.000134507
241,2243.47,0.9484,0.66404,0.01418,0.98988,0.96538,0.99222,0.8442,0.59712,0.21772,0.01076,0.000130671,0.000130671,0.000130671
242,2252.86,0.92678,0.64648,0.014,0.99178,0.96213,0.99029,0.84955,0.57807,0.21175,0.01041,0.00012689,0.00012689,0.00012689
243,2262.19,0.94641,0.65022,0.01437,0.97562,0.97836,0.99055,0.83876,0.63124,0.21513,0.01113,0.000123164,0.000123164,0.000123164
244,2271.43,0.96921,0.69737,0.01411,0.98051,0.96933,0.99206,0.84161,0.60457,0.21521,0.01054,0.000119494,0.000119494,0.000119494
245,2280.74,0.94737,0.65885,0.01419,0.98023,0.97703,0.99034,0.84366,0.60592,0.20739,0.01099,0.00011588,0.00011588,0.00011588
246,2290.1,0.88804,0.60169,0.01332,0.99315,0.96611,0.99014,0.86085,0.54907,0.23186,0.00961,0.000112323,0.000112323,0.000112323
247,2299.41,0.94114,0.66426,0.01421,0.97778,0.9782,0.99047,0.85777,0.55429,0.20859,0.00975,0.000108822,0.000108822,0.000108822
248,2308.69,0.92026,0.62673,0.0136,0.98121,0.97917,0.99107,0.83342,0.61047,0.20671,0.01121,0.000105379,0.000105379,0.000105379
249,2317.95,0.94299,0.64084,0.01428,0.99403,0.97344,0.99103,0.83074,0.63503,0.21042,0.01165,0.000101993,0.000101993,0.000101993
250,2327.44,0.949,0.67041,0.01371,0.97479,0.98076,0.99106,0.83269,0.63905,0.21132,0.01208,9.86659e-05,9.86659e-05,9.86659e-05
251,2336.74,0.93177,0.69992,0.01401,0.98612,0.97843,0.99161,0.83655,0.62419,0.20472,0.01137,9.53968e-05,9.53968e-05,9.53968e-05
252,2346.02,0.93292,0.68528,0.01402,0.98723,0.97887,0.99143,0.84849,0.58512,0.19422,0.01083,9.21865e-05,9.21865e-05,9.21865e-05
253,2355.33,0.95156,0.6873,0.01417,0.97847,0.97246,0.99096,0.84677,0.59199,0.20348,0.01115,8.90352e-05,8.90352e-05,8.90352e-05
254,2364.78,0.93938,0.70571,0.01381,0.98899,0.97041,0.99105,0.85511,0.57456,0.19943,0.01045,8.59435e-05,8.59435e-05,8.59435e-05
255,2374.09,0.93616,0.67082,0.01409,0.97753,0.97705,0.99094,0.84378,0.59017,0.20736,0.01083,8.29115e-05,8.29115e-05,8.29115e-05
256,2383.38,0.922,0.67119,0.01389,0.97927,0.98076,0.99103,0.83664,0.61504,0.23373,0.01136,7.99397e-05,7.99397e-05,7.99397e-05
257,2392.69,0.93018,0.65096,0.01389,0.99265,0.96724,0.99097,0.83713,0.60685,0.21235,0.01096,7.70283e-05,7.70283e-05,7.70283e-05
258,2402.1,0.94355,0.66964,0.01393,0.97891,0.9808,0.99102,0.84256,0.58211,0.20224,0.01035,7.41778e-05,7.41778e-05,7.41778e-05
259,2411.36,0.94332,0.63585,0.01495,0.98101,0.97874,0.99108,0.83963,0.59987,0.20107,0.0109,7.13883e-05,7.13883e-05,7.13883e-05
260,2420.59,0.93917,0.68223,0.01422,0.99335,0.96696,0.99137,0.85021,0.56869,0.19339,0.01032,6.86602e-05,6.86602e-05,6.86602e-05
261,2429.91,0.88902,0.62536,0.01313,0.98642,0.98375,0.99141,0.84803,0.578,0.217,0.01034,6.59937e-05,6.59937e-05,6.59937e-05
262,2439.17,0.93123,0.60762,0.01357,0.99281,0.97918,0.99148,0.84611,0.59045,0.20341,0.01072,6.33893e-05,6.33893e-05,6.33893e-05
263,2448.38,0.95626,0.6665,0.01453,0.98544,0.97828,0.99124,0.84842,0.58182,0.22591,0.01076,6.08472e-05,6.08472e-05,6.08472e-05
264,2457.62,0.91038,0.60302,0.01375,0.97819,0.97622,0.99078,0.84899,0.57483,0.20585,0.01043,5.83676e-05,5.83676e-05,5.83676e-05
265,2466.99,0.9475,0.64936,0.01467,0.99313,0.96979,0.99155,0.83925,0.6036,0.19911,0.01076,5.59508e-05,5.59508e-05,5.59508e-05
266,2476.28,0.93545,0.63279,0.01401,0.98815,0.97686,0.9918,0.83561,0.62196,0.23399,0.01106,5.35971e-05,5.35971e-05,5.35971e-05
267,2485.53,0.90197,0.67058,0.01377,0.99063,0.97618,0.99132,0.84066,0.58954,0.23331,0.01033,5.13068e-05,5.13068e-05,5.13068e-05
268,2494.91,0.93104,0.65294,0.01424,0.99245,0.97059,0.99119,0.83967,0.59166,0.22479,0.01036,4.908e-05,4.908e-05,4.908e-05
269,2504.3,0.9457,0.68575,0.01473,0.98608,0.96989,0.99105,0.83797,0.60541,0.20931,0.01086,4.69171e-05,4.69171e-05,4.69171e-05
270,2513.62,0.93878,0.69002,0.01417,0.98048,0.97567,0.99088,0.84155,0.60336,0.21267,0.01089,4.48183e-05,4.48183e-05,4.48183e-05
271,2522.87,0.93219,0.65961,0.01413,0.99387,0.95362,0.9904,0.84301,0.5767,0.2121,0.01027,4.27838e-05,4.27838e-05,4.27838e-05
272,2532.11,0.91253,0.60362,0.01314,0.98705,0.9634,0.99028,0.85409,0.544,0.21063,0.00958,4.08138e-05,4.08138e-05,4.08138e-05
273,2541.53,0.94602,0.64902,0.01403,0.9801,0.97051,0.99028,0.84767,0.56768,0.2086,0.01015,3.89086e-05,3.89086e-05,3.89086e-05
274,2550.91,0.93943,0.66868,0.01373,0.98683,0.96983,0.99041,0.83965,0.60836,0.21649,0.01097,3.70683e-05,3.70683e-05,3.70683e-05
275,2560.19,0.96021,0.71935,0.01463,0.98774,0.96796,0.99051,0.84339,0.59499,0.20819,0.01066,3.52932e-05,3.52932e-05,3.52932e-05
276,2569.43,0.92816,0.65997,0.01363,0.98755,0.9655,0.99036,0.84633,0.57893,0.19994,0.01032,3.35834e-05,3.35834e-05,3.35834e-05
277,2578.73,0.95169,0.68231,0.01406,0.97722,0.97386,0.99054,0.8453,0.5876,0.20394,0.01062,3.19392e-05,3.19392e-05,3.19392e-05
278,2587.97,0.92018,0.66012,0.01344,0.9892,0.96472,0.99051,0.83838,0.61495,0.20983,0.01119,3.03607e-05,3.03607e-05,3.03607e-05
279,2597.16,0.93553,0.6524,0.01379,0.98775,0.96425,0.99042,0.8378,0.61215,0.20654,0.0112,2.88481e-05,2.88481e-05,2.88481e-05
280,2606.51,0.90498,0.6351,0.01255,0.98467,0.97166,0.99072,0.84093,0.59025,0.20072,0.01076,2.74015e-05,2.74015e-05,2.74015e-05
281,2616.65,0.62956,0.23408,0.0117,0.97718,0.98275,0.9911,0.84375,0.5759,0.20091,0.01037,2.60212e-05,2.60212e-05,2.60212e-05
282,2625.85,0.64526,0.23986,0.01189,0.97612,0.98353,0.99117,0.83713,0.60401,0.20565,0.01102,2.47072e-05,2.47072e-05,2.47072e-05
283,2635.03,0.64725,0.22846,0.01193,0.99436,0.968,0.99128,0.83047,0.62277,0.20707,0.01129,2.34598e-05,2.34598e-05,2.34598e-05
284,2644.31,0.6492,0.23971,0.01189,0.99408,0.97364,0.99124,0.83563,0.61474,0.20392,0.01114,2.2279e-05,2.2279e-05,2.2279e-05
285,2653.43,0.64861,0.23716,0.0122,0.98261,0.98274,0.99117,0.8401,0.60449,0.20152,0.01097,2.1165e-05,2.1165e-05,2.1165e-05
286,2662.61,0.62699,0.24171,0.01182,0.99098,0.97253,0.99139,0.839,0.60561,0.20218,0.0111,2.01178e-05,2.01178e-05,2.01178e-05
287,2671.76,0.6348,0.25267,0.01209,0.97688,0.98747,0.99136,0.83752,0.61004,0.20196,0.01126,1.91377e-05,1.91377e-05,1.91377e-05
288,2681.06,0.6505,0.23584,0.01207,0.99318,0.96677,0.9912,0.84429,0.59229,0.20002,0.01087,1.82248e-05,1.82248e-05,1.82248e-05
289,2690.21,0.62872,0.22958,0.01214,0.97691,0.98773,0.9913,0.8444,0.58953,0.19766,0.01076,1.7379e-05,1.7379e-05,1.7379e-05
290,2699.36,0.62811,0.22386,0.01199,0.98513,0.97569,0.99125,0.84654,0.57688,0.20006,0.0105,1.66006e-05,1.66006e-05,1.66006e-05
291,2708.49,0.64073,0.23287,0.01221,0.97633,0.98452,0.99123,0.84484,0.58126,0.19953,0.01063,1.58896e-05,1.58896e-05,1.58896e-05
292,2717.76,0.64066,0.24074,0.0122,0.98159,0.97449,0.99105,0.84351,0.58266,0.20428,0.01068,1.5246e-05,1.5246e-05,1.5246e-05
293,2726.91,0.66096,0.23239,0.01211,0.97619,0.98133,0.99105,0.84463,0.57554,0.19648,0.01053,1.467e-05,1.467e-05,1.467e-05
294,2736.12,0.65261,0.23278,0.01221,0.99333,0.96819,0.99118,0.84429,0.57277,0.19451,0.01046,1.41617e-05,1.41617e-05,1.41617e-05
295,2745.35,0.63169,0.22367,0.01187,0.99319,0.97387,0.99102,0.84567,0.57726,0.19785,0.01048,1.3721e-05,1.3721e-05,1.3721e-05
296,2754.52,0.65167,0.22493,0.01183,0.98745,0.97367,0.99055,0.84162,0.58635,0.19788,0.0106,1.3348e-05,1.3348e-05,1.3348e-05
297,2763.7,0.65539,0.21659,0.01254,0.98951,0.97485,0.99118,0.84741,0.58104,0.19704,0.01056,1.30427e-05,1.30427e-05,1.30427e-05
298,2772.84,0.6483,0.2524,0.01179,0.97822,0.97509,0.9907,0.84722,0.57915,0.20295,0.01043,1.28053e-05,1.28053e-05,1.28053e-05
299,2782.06,0.64981,0.23413,0.01216,0.99469,0.96433,0.99096,0.84489,0.58158,0.20261,0.01047,1.26357e-05,1.26357e-05,1.26357e-05
300,2791.18,0.6432,0.22825,0.01155,0.99433,0.9784,0.99137,0.84756,0.57252,0.19521,0.01034,1.25339e-05,1.25339e-05,1.25339e-05
